Plant_Position,Location,Treatment,Gall_Number,Gall_Letter,Point_Height_mm,Contents,Notes,Broken_Gall,Person
138,tree,nobag,199,c,8.80,vlg larva,,0,CJGG
138,tree,nobag,200,a,9.05,pupa,,0,CJGG
138,tree,nobag,200,b,9.75,pupa,,0,CJGG
138,tree,nobag,201,a,5.80,none none,,0,CJGG
138,tree,nobag,202,a,10.05,meso female,"no legs,antennae, wings to confirm",0,CJGG
138,tree,nobag,202,b,10.05,pupa,,0,CJGG
138,tree,nobag,202,c,9.15,meso female,"no legs,antennae, wings to confirm",0,CJGG
138,tree,nobag,203,a,7.40,none none,,0,CJGG
138,tree,nobag,204,a,7.55,platy,,0,CJGG
138,tree,nobag,205,a,7.00,none none,,0,CJGG
138,tree,nobag,206,a,7.50,none none,,0,CJGG
138,tree,nobag,206,b,8.00,none none,,0,CJGG
138,tree,nobag,unk,unk,,tory male,,0,CJGG
138,tree,nobag,unk,unk,,meso female,,0,CJGG
178,tree,mark,207,a,7.55,platy,,0,CJGG
178,tree,mark,207,b,7.50,platy,,0,CJGG
178,tree,mark,207,c,5.85,none none,,0,CJGG
178,tree,mark,207,d,7.55,none none,,0,CJGG
178,tree,mark,207,e,7.50,none none,,0,CJGG
343,tree,nobag,208,a,10.40,pupa,,0,CJGG
343,tree,nobag,208,b,10.60,none none,,0,CJGG
343,tree,nobag,209,a,11.00,ptoid partial,,0,CJGG
343,tree,nobag,210,a,8.70,platy,,0,CJGG
343,tree,nobag,211,a,8.90,ptoid partial,,0,CJGG
343,tree,nobag,212,a,12.20,vlg larva,,0,CJGG
343,tree,nobag,212,b,8.60,platy,,0,CJGG
343,tree,nobag,212,c,13.35,pupa,,0,CJGG
343,tree,nobag,212,d,13.60,pupa,,0,CJGG
343,tree,nobag,212,e,11.90,platy,,0,CJGG
343,tree,nobag,212,f,11.90,pupa,,0,CJGG
343,tree,nobag,212,g,12.05,vlg larva,,0,CJGG
343,tree,nobag,212,h,12.20,none none,,0,CJGG
343,tree,nobag,213,a,11.00,none none,,0,CJGG
343,tree,nobag,213,b,10.10,none none,,0,CJGG
343,tree,nobag,214,a,9.50,none none,,0,CJGG
343,tree,nobag,214,b,9.70,ptoid partial,,0,CJGG
343,tree,nobag,215,a,8.60,pupa,,0,CJGG
343,tree,nobag,216,a,3.50,pupa,,0,CJGG
343,tree,nobag,216,b,2.25,vlg larva,,0,CJGG
343,tree,nobag,217,a,8.80,none none,,0,CJGG
343,tree,nobag,218,a,12.00,none none,,0,CJGG
343,tree,nobag,218,b,11.65,none none,,0,CJGG
343,tree,nobag,218,c,10.60,none none,,0,CJGG
343,tree,nobag,218,d,10.00,vlg larva,,0,CJGG
341,tree,mark,unk,unk,,meso male,,0,AS
341,tree,mark,unk,unk,,meso male,,0,AS
341,tree,mark,unk,unk,,tory male,,0,AS
341,tree,mark,219,a,6.45,exit-none-ecto,,0,AS
341,tree,mark,219,b,7.50,exit-none-ecto,,0,AS
341,tree,mark,220,a,11.80,pupa,,0,AS
341,tree,mark,220,b,11.80,pupa,,0,AS
341,tree,mark,220,b,11.80,pupa,,0,AS
341,tree,mark,221,a,12.80,pupa,,0,AS
341,tree,mark,221,b,11.70,pupa,,0,AS
341,tree,mark,221,c,10.05,pupa,,0,AS
341,tree,mark,221,d,10.05,pupa,,0,AS
341,tree,mark,222,a,8.15,exit-none-ecto,,0,AS
341,tree,mark,223,a,7.90,platy,,0,AS
341,tree,mark,224,a,8.05,platy,,0,AS
341,tree,mark,224,b,10.40,platy,,0,AS
341,tree,mark,225,a,5.25,none none,,0,AS
341,tree,mark,226,a,8.90,platy,,0,AS
341,tree,mark,227,a,5.40,paraunk,,0,AS
341,tree,mark,228,a,4.80,none none,,0,AS
341,tree,mark,229,a,7.45,exit-none-ecto,,0,AS
265,ground,bag,230,a,6.35,pupa,,0,AS
265,ground,bag,230,b,6.35,pupa,,0,AS
265,ground,bag,231,a,5.95,none none,,0,AS
265,ground,bag,232,a,8.60,pupa,,0,AS
265,ground,bag,232,b,8.60,pupa,,0,AS
265,ground,bag,233,a,6.50,pupa,,0,AS
265,ground,bag,234,a,5.00,pupa,,0,AS
265,ground,bag,234,b,5.10,pupa,,0,AS
265,ground,bag,234,c,5.10,pupa,,0,AS
265,ground,bag,235,a,4.10,none none,,0,AS
265,ground,bag,236,a,7.45,pupa,,0,AS
265,ground,bag,236,a,7.45,pupa,,0,AS
265,ground,bag,237,a,6.95,pupa,,0,AS
265,ground,bag,237,b,6.95,pupa,,0,AS
265,ground,bag,238,a,5.15,none none,,0,AS
265,ground,bag,239,a,7.25,pupa,,0,AS
265,ground,bag,239,b,7.20,pupa,,0,AS
265,ground,bag,239,c,6.40,pupa,,0,AS
265,ground,bag,240,a,3.90,pupa,,0,AS
265,ground,bag,240,b,3.90,pupa,,0,AS
265,ground,bag,240,c,3.90,pupa,,0,AS
464,ground,bag,241,a,8.75,pupa,,0,AS
464,ground,bag,241,b,8.75,pupa,,0,AS
464,ground,bag,241,c,6.35,pupa,,0,AS
464,ground,bag,242,a,7.60,pupa,,0,AS
464,ground,bag,242,b,7.05,pupa,,0,AS
464,ground,bag,243,a,5.05,pupa,,0,AS
464,ground,bag,244,a,5.70,pupa,,0,AS
464,ground,bag,244,b,7.15,pupa,,0,AS
464,ground,bag,244,c,7.15,pupa,,0,AS
464,ground,bag,244,d,10.90,pupa,,0,AS
464,ground,bag,245,a,7.25,pupa,,0,AS
464,ground,bag,245,b,6.70,pupa,,0,AS
464,ground,bag,246,a,5.65,pupa,,0,AS
464,ground,bag,247,a,6.95,pupa,,0,AS
464,ground,bag,247,b,6.95,pupa,,0,AS
464,ground,bag,248,a,8.90,pupa,,0,AS
464,ground,bag,249,a,7.00,pupa,,0,AS
464,ground,bag,249,b,6.80,pupa,,0,AS
464,ground,bag,250,a,8.15,platy,,0,AS
464,ground,bag,250,b,6.50,platy,,0,AS
464,ground,bag,251,a,8.20,platy,,0,AS
464,ground,bag,251,b,8.15,platy,,0,AS
464,ground,bag,251,c,8.15,platy,,0,AS
464,ground,bag,252,a,4.30,pupa,,0,AS
464,ground,bag,252,b,4.30,pupa,,0,AS
629,tree,mark,253,a,11.74,ptoid partial,,0,AS
629,tree,mark,253,b,9.85,ptoid partial,,0,AS
629,tree,mark,253,c,9.85,meso male,,0,AS
629,tree,mark,253,d,10.50,ptoid partial,,0,AS
629,tree,mark,254,a,6.75,platy,,0,AS
629,tree,mark,255,a,7.00,ptoid partial,,0,AS
629,tree,mark,256,a,7.95,ptoid partial,,0,AS
629,tree,mark,257,a,5.20,platy,,0,AS
629,tree,mark,258,a,6.20,meso male,,0,AS
629,tree,mark,259,a,11.55,pupa,,0,AS
629,tree,mark,259,b,11.55,ptoid partial,,0,AS
629,tree,mark,259,c,11.55,ptoid partial,,0,AS
629,tree,mark,259,d,11.55,ptoid partial,,0,AS
629,tree,mark,260,a,10.80,ptoid partial,,0,AS
629,tree,mark,260,b,10.80,ptoid partial,,0,AS
629,tree,mark,260,c,10.80,ptoid partial,,0,AS
629,tree,mark,260,d,6.50,platy,,0,AS
564,tree,nomark,261,a,7.40,brown mush,,0,AS
564,tree,nomark,261,b,6.70,none none,,0,AS
564,tree,nomark,261,c,5.70,none none,,0,AS
564,tree,nomark,262,a,9.25,ptoid partial,,0,AS
564,tree,nomark,262,b,4.95,ptoid partial,,0,AS
564,tree,nomark,263,a,4.10,none none,,0,AS
564,tree,nomark,264,a,12.05,pupa,,0,AS
564,tree,nomark,264,a,12.05,pupa,,0,AS
564,tree,nomark,264,b,11.10,platy,,0,AS
564,tree,nomark,264,c,11.10,pupa,,0,AS
263,tree,nomark,265,a,8.20,platy,,0,AS
263,tree,nomark,266,a,8.15,pupa,,0,AS
263,tree,nomark,266,b,8.15,pupa,,0,AS
263,tree,nomark,267,a,9.30,pupa,,0,AS
263,tree,nomark,267,b,8.50,pupa,,0,AS
263,tree,nomark,267,c,6.80,pupa,,0,AS
263,tree,nomark,267,d,7.00,pupa,,0,AS
263,tree,nomark,268,a,5.20,none none,,0,AS
263,tree,nomark,268,b,6.15,none none,,0,AS
263,tree,nomark,269,a,5.15,none none,,0,AS
263,tree,nomark,270,a,8.00,pupa,,0,AS
263,tree,nomark,270,b,10.25,ptoid partial,,0,AS
263,tree,nomark,270,c,10.25,pupa,,0,AS
263,tree,nomark,270,d,10.25,pupa,,0,AS
160,tree,nomark,280,a,7.90,exit-none-no ecto,,0,AS
631,tree,mark,281,a,8.65,pupa,,0,AS
631,tree,mark,281,b,7.52,ptoid partial,,0,AS
631,tree,mark,281,c,7.52,ptoid partial,,0,AS
631,tree,mark,281,d,8.65,ptoid partial,,0,AS
631,tree,mark,282,a,8.10,ptoid partial,,0,AS
631,tree,mark,282,b,8.00,platy,,0,AS
631,tree,mark,282,c,8.00,platy,,0,AS
631,tree,mark,282,d,8.00,platy,,0,AS
631,tree,mark,282,e,8.00,platy,,0,AS
631,tree,mark,283,a,6.45,platy,,0,AS
631,tree,mark,283,b,6.45,platy,,0,AS
631,tree,mark,284,a,7.90,pupa,,0,AS
631,tree,mark,284,b,7.30,pupa,,0,AS
631,tree,mark,285,a,9.70,brown mush,,0,AS
631,tree,mark,285,b,7.90,brown mush,,0,AS
631,tree,mark,285,c,7.90,hairy larva,,0,AS
631,tree,mark,286,a,7.20,ptoid partial,,0,AS
631,tree,mark,286,b,6.35,platy,,0,AS
631,tree,mark,287,a,7.85,ptoid partial,,0,AS
631,tree,mark,287,b,6.85,none none,,0,AS
631,tree,mark,288,a,5.75,pupa,,0,AS
631,tree,mark,288,b,10.00,pupa,,0,AS
631,tree,mark,288,c,10.00,pupa,,0,AS
631,tree,mark,288,d,10.00,pupa,,0,AS
631,tree,mark,288,e,10.00,pupa,,0,AS
631,tree,mark,288,f,10.00,pupa,,0,AS
631,tree,mark,288,g,10.00,pupa,,0,AS
631,tree,mark,288,h,10.00,pupa,,0,AS
30,tree,nomark,289,a,9.65,platy,,0,AS
30,tree,nomark,289,b,9.75,platy,,0,AS
30,tree,nomark,290,a,9.55,none none,,0,AS
30,tree,nomark,290,b,9.55,ptoid partial,,0,AS
30,tree,nomark,5003,a,11.55,pupa,,0,AS
30,tree,nomark,5003,b,10.55,ptoid partial,,0,AS
30,tree,nomark,5004,a,7.80,hairy larva,,0,AS
30,tree,nomark,5005,a,9.70,pupa,,0,AS
30,tree,nomark,5006,a,7.40,hairy larva,,0,AS
30,tree,nomark,5007,a,7.55,pupa,,0,AS
30,tree,nomark,5008,a,7.35,meso male,,0,AS
30,tree,nomark,5008,b,5.45,hairy larva,,0,AS
30,tree,nomark,5008,c,3.65,none none,,0,AS
169,ground,bag,5009,a,7.25,pupa,,0,AS
169,ground,bag,5009,b,8.45,pupa,,0,AS
169,ground,bag,5009,c,9.80,pupa,,0,AS
169,ground,bag,5009,d,8.45,pupa,,0,AS
169,ground,bag,5009,e,8.45,pupa,,0,AS
169,ground,bag,5009,f,6.95,pupa,,0,AS
169,ground,bag,5009,g,7.25,pupa,,0,AS
169,ground,bag,5009,h,7.25,pupa,,0,AS
169,ground,bag,5009,i,7.25,pupa,,0,AS
169,ground,bag,5010,a,10.55,platy,,0,AS
169,ground,bag,5010,b,7.10,platy,,0,AS
169,ground,bag,5011,a,10.85,pupa,,0,AS
169,ground,bag,5011,b,9.45,platy,,0,AS
169,ground,bag,5011,c,9.45,platy,,0,AS
169,ground,bag,5011,d,7.05,platy,,0,AS
169,ground,bag,5012,a,7.15,platy,,0,AS
169,ground,bag,5012,b,7.25,platy,,0,AS
169,ground,bag,5013,a,7.50,pupa,,0,AS
169,ground,bag,5014,a,10.00,platy,,0,AS
169,ground,bag,5014,b,10.00,platy,,0,AS
169,ground,bag,5015,a,10.35,pupa,,0,AS
169,ground,bag,5015,b,10.15,pupa,,0,AS
169,ground,bag,5015,c,10.15,pupa,,0,AS
169,ground,bag,5016,a,6.55,platy,,0,AS
169,ground,bag,5016,b,6.55,platy,,0,AS
169,ground,bag,5016,c,4.35,none none,,0,AS
96,ground,nomark,5017,a,10.20,ptoid partial,,0,AS
96,ground,nomark,5017,b,10.20,ptoid partial,,0,AS
96,ground,nomark,5017,c,7.70,ptoid partial,,0,AS
96,ground,nomark,5018,a,13.90,pupa,,0,AS
96,ground,nomark,5018,b,12.80,pupa,,0,AS
96,ground,nomark,5018,c,12.80,ptoid partial,,0,AS
96,ground,nomark,5019,a,12.05,pupa,,0,AS
96,ground,nomark,5020,a,8.90,pupa,,0,AS
96,ground,nomark,5020,b,8.90,pupa,,0,AS
96,ground,nomark,5020,c,8.90,platy,,0,AS
96,ground,nomark,5021,a,10.55,platy,,0,AS
96,ground,nomark,5021,b,10.55,hairy larva,,0,AS
96,ground,nomark,5021,c,10.55,ptoid partial,,0,AS
96,ground,nomark,5022,a,12.80,pupa,,0,AS
96,ground,nomark,5022,b,12.50,pupa,,0,AS
96,ground,nomark,5022,c,11.45,pupa,,0,AS
96,ground,nomark,5022,d,11.45,hairy larva,,0,AS
96,ground,nomark,5022,e,11.45,hairy larva,,0,AS
96,ground,nomark,5023,a,8.75,hairy larva,,0,AS
96,ground,nomark,5023,b,8.30,pupa,,0,AS
96,ground,nomark,5023,c,8.30,platy,,0,AS
96,ground,nomark,5023,d,8.30,pupa,,0,AS
96,ground,nomark,5023,e,8.30,platy,,0,AS
96,ground,nomark,5024,a,9.94,hairy larva,,0,AS
96,ground,nomark,5024,b,7.80,none none,,0,AS
96,ground,nomark,5025,a,7.30,none none,,0,AS
96,ground,nomark,5026,a,5.50,hairy larva,,0,AS
96,ground,nomark,5026,b,5.50,none none,,0,AS
unknown2,unknown2,unknown2,5027,a,6.90,pupa,No Pos/Loc/Trt given on vial as interpreted by CJGG,0,AS
unknown2,unknown2,unknown2,5027,b,6.90,pupa,,0,AS
unknown2,unknown2,unknown2,5028,a,8.80,none none,,0,AS
unknown2,unknown2,unknown2,5028,b,8.35,platy,,0,AS
unknown2,unknown2,unknown2,5028,c,8.35,platy,,0,AS
unknown2,unknown2,unknown2,5029,a,9.45,pupa,,0,AS
unknown2,unknown2,unknown2,5029,b,8.90,pupa,,0,AS
unknown2,unknown2,unknown2,5029,c,9.05,pupa,,0,AS
unknown2,unknown2,unknown2,5030,a,6.40,pupa,,0,AS
unknown2,unknown2,unknown2,5030,b,6.40,pupa,,0,AS
101,tree,mark,5031,a,9.40,platy,,0,CJGG
101,tree,mark,5031,b,9.00,none none,,0,CJGG
101,tree,mark,5032,a,10.55,pupa,,0,CJGG
101,tree,mark,5032,b,11.20,vlg larva,,0,CJGG
101,tree,mark,5032,c,10.00,ptoid partial,,0,CJGG
101,tree,mark,5033,a,8.00,ptoid partial,,0,CJGG
101,tree,mark,5034,a,10.75,platy,,0,CJGG
101,tree,mark,5034,b,10.75,pupa,,0,CJGG
101,tree,mark,5035,a,12.85,pupa,,0,CJGG
101,tree,mark,5035,b,12.65,platy,,0,CJGG
101,tree,mark,5035,c,12.70,platy,,0,CJGG
101,tree,mark,5035,d,10.65,pupa,,0,CJGG
101,tree,mark,5035,e,12.85,pupa,,0,CJGG
101,tree,mark,5036,a,6.60,brown mush,,0,CJGG
101,tree,mark,5037,a,7.60,ptoid partial,,0,CJGG
101,tree,mark,5037,b,8.20,brown mush,,0,CJGG
101,tree,mark,5038,a,7.45,ptoid partial,,0,CJGG
101,tree,mark,5039,a,10.25,none none,,0,CJGG
101,tree,mark,5040,a,13.80,vlg larva,,0,CJGG
101,tree,mark,5040,b,13.65,pupa,,0,CJGG
101,tree,mark,5040,c,12.80,pupa,,0,CJGG
101,tree,mark,5040,d,13.30,vlg larva,,0,CJGG
101,tree,mark,5040,e,8.10,none none,,0,CJGG
101,tree,mark,5040,f,12.00,vlg larva,,0,CJGG
178,tree,nomark,5041,a,6.10,none none,,0,CJGG
178,tree,nomark,5042,a,6.90,ptoid partial,,0,CJGG
178,tree,nomark,5042,b,6.90,pupa,,0,CJGG
178,tree,nomark,5043,a,6.10,none none,,0,CJGG
178,tree,nomark,5043,b,7.50,pupa,,0,CJGG
178,tree,nomark,5044,a,7.70,none none,,0,CJGG
178,tree,nomark,5044,b,8.25,pupa,,0,CJGG
178,tree,nomark,5044,c,8.25,pupa,,0,CJGG
178,tree,nomark,5045,a,7.50,ptoid partial,,0,CJGG
178,tree,nomark,5045,b,8.65,ptoid partial,,0,CJGG
148,ground,bag,5046,a,2.10,none none,,0,CJGG
148,ground,bag,5046,b,2.20,none none,,0,CJGG
148,ground,bag,5046,c,2.90,none none,,0,CJGG
148,ground,bag,5047,a,8.85,pupa,,0,CJGG
148,ground,bag,5047,b,8.75,pupa,,0,CJGG
148,ground,bag,5048,a,6.10,pupa,,0,CJGG
148,ground,bag,5049,a,7.75,platy,,0,CJGG
148,ground,bag,5049,b,7.50,platy,,0,CJGG
148,ground,bag,5049,c,7.00,platy,,0,CJGG
148,ground,bag,5050,a,6.10,platy,,0,CJGG
148,ground,bag,5050,b,6.60,pupa,,0,CJGG
148,ground,bag,5050,c,5.90,none none,,0,CJGG
148,ground,bag,5050,d,4.55,platy,,0,CJGG
148,ground,bag,5050,e,5.90,none none,,0,CJGG
148,ground,bag,5051,a,6.20,brown mush,,0,CJGG
148,ground,bag,5051,b,6.60,brown mush,,0,CJGG
148,ground,bag,5052,a,7.95,pupa,,0,CJGG
148,ground,bag,5052,b,8.90,pupa,,0,CJGG
148,ground,bag,5053,a,6.80,pupa,,0,CJGG
148,ground,bag,5054,a,5.00,none none,,0,CJGG
148,ground,bag,5055,a,8.00,pupa,,0,CJGG
148,ground,bag,5055,b,7.45,pupa,,0,CJGG
148,ground,bag,5055,c,5.50,pupa,,0,CJGG
148,ground,bag,5056,a,6.60,platy,,0,CJGG
148,ground,bag,5056,b,6.50,platy,,0,CJGG
148,ground,bag,5056,c,5.90,platy,,0,CJGG
148,ground,bag,5057,a,3.90,none none,,0,CJGG
148,ground,bag,5058,a,7.00,pupa,,0,CJGG
484,ground,nomark,5059,a,9.70,none none,,0,CJGG
484,ground,nomark,5059,b,10.20,pupa,,0,CJGG
484,ground,nomark,5059,c,7.50,platy,,0,CJGG
484,ground,nomark,5060,a,8.00,vlg larva,,0,CJGG
484,ground,nomark,5060,b,10.25,pupa,,0,CJGG
484,ground,nomark,5060,c,11.25,pupa,,0,CJGG
484,ground,nomark,5060,d,7.30,hairy larva,,0,CJGG
484,ground,nomark,5060,e,10.25,pupa,,0,CJGG
484,ground,nomark,5061,a,8.55,none none,,0,CJGG
484,ground,nomark,5061,b,8.55,pupa,,0,CJGG
484,ground,nomark,5062,a,9.35,pupa,,0,CJGG
484,ground,nomark,5062,b,10.90,hairy larva,,0,CJGG
484,ground,nomark,5062,c,9.70,pupa,,0,CJGG
484,ground,nomark,5063,a,4.90,platy,,0,CJGG
484,ground,nomark,5063,b,7.20,ptoid partial,,0,CJGG
484,ground,nomark,5063,c,7.80,none none,,0,CJGG
484,ground,nomark,5063,d,4.95,pupa,,0,CJGG
484,ground,nomark,5063,e,8.20,pupa,,0,CJGG
484,ground,nomark,5063,f,9.10,pupa,,0,CJGG
484,ground,nomark,291,a,8.30,none none,,0,CJGG
484,ground,nomark,292,a,9.50,vlg larva,,0,CJGG
484,ground,nomark,292,b,9.40,pupa,,0,CJGG
589,ground,nomark,345,a,8.85,hairy larva,,0,AS
589,ground,nomark,346,a,9.55,pupa,,0,AS
589,ground,nomark,346,b,10.95,hairy larva,,0,AS
589,ground,nomark,346,c,9.45,pupa,,0,AS
589,ground,nomark,347,a,11.50,pupa,,0,AS
589,ground,nomark,347,b,10.90,pupa,,0,AS
589,ground,nomark,348,a,7.65,platy,,0,AS
589,ground,nomark,348,b,6.30,platy,,0,AS
589,ground,nomark,349,a,8.80,ptoid partial,,0,AS
589,ground,nomark,349,b,10.25,platy,,0,AS
589,ground,nomark,350,a,10.25,pupa,,0,AS
589,ground,nomark,350,b,10.25,ptoid partial,,0,AS
589,ground,nomark,351,a,8.75,platy,,0,AS
589,ground,nomark,351,b,8.75,hairy larva,,0,AS
589,ground,nomark,352,a,6.95,pupa,,0,AS
589,ground,nomark,352,b,6.95,hairy larva,,0,AS
589,ground,nomark,352,c,6.95,ptoid partial,,0,AS
589,ground,nomark,353,a,10.95,pupa,,0,AS
589,ground,nomark,353,b,10.05,pupa,,0,AS
589,ground,nomark,353,c,10.05,pupa,,0,AS
589,ground,nomark,353,d,10.05,ptoid partial,,0,AS
589,ground,nomark,354,a,7.40,none none,,0,AS
589,ground,nomark,354,b,7.20,none none,,0,AS
589,ground,nomark,355,a,8.20,none none,,0,AS
589,ground,nomark,355,b,3.90,none none,,0,AS
649,tree,bag,356,a,9.25,pupa,,0,AS
649,tree,bag,357,a,10.80,platy,,0,AS
649,tree,bag,358,a,11.80,pupa,,0,AS
649,tree,bag,358,b,11.80,ptoid partial,,0,AS
82,tree,bag,359,a,7.75,pupa,,0,AS
82,tree,bag,359,b,7.75,pupa,,0,AS
82,tree,bag,359,c,6.80,pupa,,0,AS
82,tree,bag,360,a,10.70,pupa,,0,AS
82,tree,bag,360,b,9.65,platy,,0,AS
82,tree,bag,361,a,9.65,pupa,,0,AS
82,tree,bag,362,a,5.35,none none,,0,AS
82,tree,bag,363,a,10.00,platy,,0,AS
82,tree,bag,364,a,8.70,platy,,0,AS
82,tree,bag,365,a,7.05,platy,,0,AS
543,tree,nomark,366,a,10.90,hairy larva,,0,AS
543,tree,nomark,367,a,7.50,platy,,0,AS
543,tree,nomark,368,a,10.70,pupa,,0,AS
543,tree,nomark,368,b,10.70,pupa,,0,AS
543,tree,nomark,368,c,10.70,pupa,,0,AS
543,tree,nomark,368,d,10.70,pupa,,0,AS
543,tree,nomark,369,a,11.25,pupa,,0,AS
543,tree,nomark,370,a,7.55,pupa,,0,AS
543,tree,nomark,371,a,10.60,none none,,0,AS
543,tree,nomark,372,a,8.35,none none,,0,AS
543,tree,nomark,373,a,9.20,none none,,0,AS
543,tree,nomark,374,a,9.65,platy,,0,AS
543,tree,nomark,374,b,9.65,platy,,0,AS
543,tree,nomark,375,a,10.00,ptoid partial,,0,AS
543,tree,nomark,376,a,10.15,platy,,0,AS
543,tree,nomark,376,b,10.15,platy,,0,AS
120?(unlabeled),ground,nomark,unk,unk,,meso male,,0,AS
120?(unlabeled),ground,nomark,unk,unk,,meso male,,0,AS
120?(unlabeled),ground,nomark,377,a,8.60,pupa,,0,AS
120?(unlabeled),ground,nomark,377,b,8.25,pupa,,0,AS
120?(unlabeled),ground,nomark,378,a,11.20,pupa,,0,AS
120?(unlabeled),ground,nomark,378,b,8.95,platy,,0,AS
120?(unlabeled),ground,nomark,379,a,8.90,exit-none-meso male,,0,AS
120?(unlabeled),ground,nomark,379,b,6.15,pupa,,0,AS
120?(unlabeled),ground,nomark,379,c,6.15,pupa,,0,AS
120?(unlabeled),ground,nomark,380,a,10.85,pupa,,0,AS
120?(unlabeled),ground,nomark,380,b,10.85,platy,,0,AS
120?(unlabeled),ground,nomark,381,a,10.70,pupa,,0,AS
120?(unlabeled),ground,nomark,381,b,10.70,exit-none-meso male,,0,AS
120?(unlabeled),ground,nomark,382,a,10.55,pupa,,0,AS
120?(unlabeled),ground,nomark,382,b,9.20,pupa,,0,AS
120?(unlabeled),ground,nomark,383,a,4.10,none none,,0,AS
649,tree,nomark,384,a,9.55,pupa,,0,AS
649,tree,nomark,384,b,9.55,platy,,0,AS
649,tree,nomark,384,c,9.55,platy,,0,AS
649,tree,nomark,384,d,9.55,platy,,0,AS
649,tree,nomark,384,e,5.95,platy,,0,AS
649,tree,nomark,385,a,4.90,none none,,0,AS
649,tree,nomark,386,a,6.50,none none,,0,AS
649,tree,nomark,387,a,6.00,platy,,0,AS
649,tree,nomark,387,b,6.00,platy,,0,AS
649,tree,nomark,388,a,8.10,platy,,0,AS
649,tree,nomark,389,a,5.65,none none,,0,AS
649,tree,nomark,389,b,5.65,none none,,0,AS
649,tree,nomark,389,c,5.65,none none,,0,AS
649,tree,nomark,390,a,8.75,pupa,,0,AS
649,tree,nomark,391,a,4.75,none none,,0,AS
649,tree,nomark,392,a,6.30,brown mush,,0,AS
649,tree,nomark,393,a,9.75,brown mush,,0,AS
630,ground,nomark,394,a,13.65,pupa,,0,AS
630,ground,nomark,394,b,12.90,pupa,,0,AS
630,ground,nomark,394,c,12.55,pupa,,0,AS
630,ground,nomark,394,d,12.55,pupa,,0,AS
630,ground,nomark,394,e,12.55,pupa,,0,AS
630,ground,nomark,394,f,12.55,pupa,,0,AS
630,ground,nomark,395,a,9.60,pupa,,0,AS
630,ground,nomark,395,b,9.15,pupa,,0,AS
630,ground,nomark,395,c,9.95,unklarva,,0,AS
630,ground,nomark,396,a,9.70,hairy larva,,0,AS
630,ground,nomark,396,b,9.70,pupa,,0,AS
630,ground,nomark,396,c,9.70,pupa,,0,AS
630,ground,nomark,397,a,13.10,pupa,,0,AS
630,ground,nomark,397,b,12.90,pupa,,0,AS
630,ground,nomark,397,c,12.90,pupa,,0,AS
630,ground,nomark,398,a,5.25,none none,,0,AS
630,ground,nomark,398,b,5.20,none none,,0,AS
630,ground,nomark,399,a,11.75,hairy larva,,0,AS
630,ground,nomark,400,a,6.75,none none,,0,AS
254,tree,nomark,401,a,7.15,meso male,,0,AS
254,tree,nomark,402,a,9.25,pupa,,0,AS
254,tree,nomark,403,a,13.40,pupa,,0,AS
254,tree,nomark,403,b,11.30,pupa,,0,AS
254,tree,nomark,403,c,12.45,pupa,,0,AS
254,tree,nomark,403,d,10.60,pupa,,0,AS
254,tree,nomark,404,a,11.45,pupa,,0,AS
254,tree,nomark,404,b,10.34,pupa,,0,AS
254,tree,nomark,405,a,13.00,pupa,,0,AS
254,tree,nomark,406,a,11.90,pupa,,0,AS
254,tree,nomark,406,b,11.90,platy,,0,AS
254,tree,nomark,407,a,9.60,platy,,0,AS
254,tree,nomark,408,a,8.55,platy,,0,AS
254,tree,nomark,409,a,7.75,pupa,,0,AS
39,ground,bag,410,a,10.15,pupa,,0,AS
39,ground,bag,410,b,8.15,pupa,,0,AS
39,ground,bag,410,c,8.15,platy,,0,AS
39,ground,bag,411,a,6.80,hairy larva,,0,AS
39,ground,bag,411,b,6.85,hairy larva,,0,AS
39,ground,bag,412,a,7.95,platy,,0,AS
39,ground,bag,412,b,8.25,platy,,0,AS
39,ground,bag,412,c,8.25,platy,,0,AS
39,ground,bag,413,a,8.60,pupa,,0,AS
39,ground,bag,413,b,8.60,hairy larva,,0,AS
39,ground,bag,414,a,7.70,platy,,0,AS
39,ground,bag,414,b,8.40,platy,,0,AS
39,ground,bag,415,a,7.55,pupa,,0,AS
39,ground,bag,416,a,6.15,none none,,0,AS
39,ground,bag,417,a,8.10,platy,,0,AS
39,ground,bag,417,b,8.10,pupa,,0,AS
39,ground,bag,417,c,7.15,none none,,0,AS
39,ground,bag,418,a,7.20,platy,,0,AS
39,ground,bag,418,b,6.40,platy,,0,AS
39,ground,bag,418,c,6.40,platy,,0,AS
39,ground,bag,418,d,4.60,platy,,0,AS
538,ground,nomark,419,a,8.00,platy,,0,AS
538,ground,nomark,419,b,8.00,platy,,0,AS
538,ground,nomark,419,c,8.00,platy,,0,AS
538,ground,nomark,420,a,5.80,none none,,0,AS
538,ground,nomark,421,a,7.20,pupa,,0,AS
538,ground,nomark,421,b,7.20,platy,,0,AS
45,tree,bag,422,a,6.25,platy,,0,AS
45,tree,bag,422,b,5.75,platy,,0,AS
45,tree,bag,423,a,8.25,pupa,,0,AS
45,tree,bag,423,b,7.60,pupa,,0,AS
45,tree,bag,423,c,8.00,pupa,,0,AS
41,tree,nobag,424,a,8.40,exit-none-meso male,,0,AS
41,tree,nobag,424,b,7.65,exit-none-meso male,,0,AS
41,tree,nobag,425,a,6.00,exit-none-meso male,,0,AS
