Plant_Position,Location,Treatment,Gall_Number,Gall_Letter,Point_Height_mm,Contents,Notes,Broken_Gall,Person
164,ground,bag,2396,b,6.66,platy,,0,CJGG
164,ground,bag,2397,a,7.40,vlg larva,,0,CJGG
164,ground,bag,2398,a,11.14,platy,,0,CJGG
164,ground,bag,2398,b,11.56,platy,,0,CJGG
164,ground,bag,2398,c,10.61,pupa,,0,CJGG
164,ground,bag,2398,d,10.61,platy,,0,CJGG
164,ground,bag,2399,a,11.49,pupa,,0,CJGG
164,ground,bag,2399,b,11.62,pupa,,0,CJGG
164,ground,bag,2399,c,10.75,pupa,,0,CJGG
164,ground,bag,2399,d,11.62,pupa,,0,CJGG
164,ground,bag,2399,e,11.62,pupa,,0,CJGG
164,ground,bag,2400,a,7.13,pupa,,0,CJGG
164,ground,bag,2400,b,5.49,pupa,,0,CJGG
164,ground,bag,2401,a,10.38,pupa,,0,CJGG
164,ground,bag,2401,b,11.56,pupa,,0,CJGG
164,ground,bag,2401,c,11.07,pupa,,0,CJGG
164,ground,bag,2401,d,11.07,platy,,0,CJGG
164,ground,bag,2402,a,6.59,pupa,,0,CJGG
427,ground,nomark,2403,a,13.34,pupa,,0,CJGG
427,ground,nomark,2403,b,12.18,pupa,,0,CJGG
427,ground,nomark,2403,c,10.24,none none,,0,CJGG
427,ground,nomark,2404,a,12.00,pupa,,0,CJGG
427,ground,nomark,2404,b,12.02,pupa,,0,CJGG
427,ground,nomark,2404,b,12.02,pupa,,0,CJGG
427,ground,nomark,2404,c,8.06,none none,,0,CJGG
427,ground,nomark,2405,a,12.87,pupa,,0,CJGG
427,ground,nomark,2405,b,12.65,pupa,,0,CJGG
427,ground,nomark,2405,c,11.67,vlg larva,,0,CJGG
427,ground,nomark,2406,a,10.04,unknown,,0,CJGG
427,ground,nomark,2406,b,9.21,ptoid partial,,0,CJGG
427,ground,nomark,2406,c,9.21,ptoid partial,,0,CJGG
427,ground,nomark,2407,a,12.44,pupa,,0,CJGG
427,ground,nomark,2407,a,12.44,pupa,,0,CJGG
427,ground,nomark,2407,b,13.01,pupa,,0,CJGG
164,ground,bag,2407,c,12.21,platy,,0,CJGG
164,ground,bag,2407,d,10.94,platy,,0,CJGG
164,ground,bag,2407,e,10.00,vlg larva,,0,CJGG
164,ground,bag,2407,f,8.74,vlg larva,,0,CJGG
164,ground,bag,2407,g,12.09,vlg larva,,0,CJGG
164,ground,bag,2407,h,10.94,pupa,,0,CJGG
164,ground,bag,2407,i,12.21,pupa,,0,CJGG
3,tree,bag,2408,a,14.19,pupa,,0,CJGG
3,tree,bag,2408,b,12.85,pupa,,0,CJGG
3,tree,bag,2408,c,14.19,pupa,,0,CJGG
3,tree,bag,2409,a,12.13,pupa,,0,CJGG
3,tree,bag,2410,a,10.28,pupa,,0,CJGG
3,tree,bag,2410,b,11.07,pupa,,0,CJGG
3,tree,bag,2410,c,9.85,none none,,0,CJGG
3,tree,bag,2410,d,8.68,pupa,,0,CJGG
3,tree,bag,2410,e,10.15,pupa,,0,CJGG
3,tree,bag,2410,f,12.42,pupa,,0,CJGG
3,tree,bag,2410,g,12.42,pupa,,0,CJGG
3,tree,bag,2410,h,9.53,pupa,,0,CJGG
3,tree,bag,2411,a,9.67,pupa,,0,CJGG
93,ground,nomark,2412,a,4.22,none none,,0,CJGG
93,ground,nomark,2412,b,4.85,none none,,0,CJGG
93,ground,nomark,2412,c,5.61,pupa,,0,CJGG
93,ground,nomark,2412,d,5.45,none none,,0,CJGG
93,ground,nomark,2412,e,6.92,pupa,,0,CJGG
93,ground,nomark,2412,e,6.92,pupa,,0,CJGG
93,ground,nomark,2412,f,7.16,pupa,,0,CJGG
93,ground,nomark,2412,g,6.76,pupa,,0,CJGG
93,ground,nomark,2412,h,8.18,pupa,,0,CJGG
93,ground,nomark,2412,i,7.56,unknown,,0,CJGG
93,ground,nomark,2412,j,8.05,pupa,,0,CJGG
93,ground,nomark,2412,k,5.53,pupa,,0,CJGG
93,ground,nomark,2412,l,5.53,none none,,0,CJGG
93,ground,nomark,2413,a,9.63,pupa,,0,CJGG
93,ground,nomark,2413,b,9.59,ptoid partial,,0,CJGG
93,ground,nomark,2414,a,7.57,none none,,0,CJGG
93,ground,nomark,2414,b,8.20,hairy larva,,0,CJGG
93,ground,nomark,2414,c,8.16,none none,,0,CJGG
93,ground,nomark,2414,d,7.39,ptoid partial,,0,CJGG
93,ground,nomark,2415,a,11.48,vlg larva,,0,CJGG
93,ground,nomark,2415,b,11.48,pupa,,0,CJGG
93,ground,nomark,2415,c,10.92,hairy larva,,0,CJGG
93,ground,nomark,2416,a,8.93,pupa,,0,CJGG
93,ground,nomark,2416,b,9.56,pupa,,0,CJGG
93,ground,nomark,2416,c,10.17,pupa,,0,CJGG
93,ground,nomark,2417,a,9.09,none none,,0,CJGG
93,ground,nomark,2417,b,10.37,pupa,,0,CJGG
93,ground,nomark,2417,c,9.09,none none,,0,CJGG
93,ground,nomark,2418,a,7.60,none none,,0,CJGG
93,ground,nomark,2418,b,7.77,ptoid partial,,0,CJGG
93,ground,nomark,2418,c,8.24,pupa,,0,CJGG
93,ground,nomark,2418,d,6.94,none none,,0,CJGG
93,ground,nomark,2419,a,8.00,none none,,0,CJGG
93,ground,nomark,2419,b,7.27,ptoid partial,,0,CJGG
93,ground,nomark,2419,c,4.59,none none,,0,CJGG
93,ground,nomark,2420,a,7.62,pupa,,0,CJGG
93,ground,nomark,2421,a,7.54,brown mush,,1,CJGG
93,ground,nomark,2422,a,8.05,platy,,1,CJGG
93,ground,nomark,2422,b,7.82,platy,,1,CJGG
93,ground,nomark,2422,c,7.05,platy,,1,CJGG
34,tree,mark,2423,a,10.28,pupa,,0,CJGG
34,tree,mark,2423,b,10.32,pupa,,0,CJGG
34,tree,mark,2424,a,8.08,pupa,,0,CJGG
34,tree,mark,2424,b,8.03,pupa,,0,CJGG
34,tree,mark,2425,a,10.55,pupa,,0,CJGG
34,tree,mark,2425,b,9.01,pupa,,0,CJGG
34,tree,mark,2426,a,6.48,meso male,,0,CJGG
34,tree,mark,2426,a,7.52,none none,,0,CJGG
34,tree,mark,2426,b,6.75,meso male,,0,CJGG
34,tree,mark,2427,a,6.58,none none,,0,CJGG
34,tree,mark,2428,a,8.62,pupa,,0,CJGG
34,tree,mark,2428,b,8.01,pupa,,0,CJGG
34,tree,mark,2428,c,8.01,pupa,,0,CJGG
34,tree,mark,2428,d,8.62,none none,,0,CJGG
34,tree,mark,2428,e,7.64,exit?-none-ecto,,0,CJGG
34,tree,mark,2429,a,8.13,platy,,0,CJGG
34,tree,mark,2430,a,8.29,platy,,0,CJGG
34,tree,mark,2430,b,6.43,none none,,0,CJGG
34,tree,mark,2431,a,5.80,none none,,0,CJGG
34,tree,mark,2432,a,6.39,orange skin,,0,CJGG
34,tree,mark,2432,b,6.00,none none,,0,CJGG
34,tree,mark,2432,c,5.72,none none,,0,CJGG
34,tree,mark,2432,d,6.00,platy,,0,CJGG
34,tree,mark,2432,e,6.00,brown mush,,0,CJGG
34,tree,mark,2433,a,7.37,exit-none-ecto,,0,CJGG
34,tree,mark,2434,a,6.03,platy,,0,CJGG
34,tree,mark,2435,a,7.81,platy,,0,CJGG
34,tree,mark,2435,b,8.13,platy,,0,CJGG
34,tree,mark,2435,c,7.61,platy,,0,CJGG
34,tree,mark,2436,a,5.68,brown mush,,0,CJGG
34,tree,mark,2436,b,4.73,none none,,0,CJGG
34,tree,mark,2436,c,5.68,platy,,0,CJGG
34,tree,mark,unk,unk,,tory male,,0,CJGG
34,tree,mark,unk,unk,,meso male,,0,CJGG
126,tree,bag,2437,a,6.66,pupa,,0,CJGG
126,tree,bag,2437,b,6.88,vlg larva,,0,CJGG
126,tree,bag,2438,a,10.45,pupa,,0,CJGG
126,tree,bag,2438,a,10.45,pupa,,0,CJGG
126,tree,bag,2438,a,12.31,pupa,,0,CJGG
126,tree,bag,2438,b,11.91,pupa,,0,CJGG
126,tree,bag,2438,c,11.08,pupa,,0,CJGG
126,tree,bag,2439,a,10.98,pupa,,0,CJGG
126,tree,bag,2440,a,9.67,pupa,,0,CJGG
126,tree,bag,2441,a,10.36,platy,,0,CJGG
126,tree,bag,2441,b,11.95,pupa,,0,CJGG
126,tree,bag,2441,c,8.70,pupa,,0,CJGG
126,tree,bag,2441,d,8.37,exit-none-tory us,,0,CJGG
663,tree,mark,2442,a,7.14,none none,,0,CJGG
663,tree,mark,2442,b,8.55,platy,,0,CJGG
663,tree,mark,2443,a,6.69,exit-none-ecto,,0,CJGG
663,tree,mark,2444,a,8.66,none none,,0,CJGG
663,tree,mark,2444,b,9.35,pupa,,0,CJGG
663,tree,mark,2445,a,5.58,none none,,0,CJGG
663,tree,mark,2445,b,6.89,exit-none-ecto,,0,CJGG
663,tree,mark,2445,c,7.90,exit-none-ecto,,0,CJGG
663,tree,mark,2445,d,7.90,exit-none-ecto,,0,CJGG
663,tree,mark,2446,a,9.74,exit-none-ecto,,0,CJGG
663,tree,mark,2447,a,7.04,exit-none-ecto,,0,CJGG
663,tree,mark,2447,b,7.40,exit-none-ecto,,0,CJGG
663,tree,mark,2448,a,5.71,none none,,0,CJGG
663,tree,mark,2448,b,8.31,exit?-none-ecto,,0,CJGG
663,tree,mark,2448,c,8.47,none none,,0,CJGG
663,tree,mark,2448,d,7.72,exit-none-ecto,,0,CJGG
663,tree,mark,2448,e,5.71,none none,,0,CJGG
663,tree,mark,2448,f,8.31,platy,,0,CJGG
663,tree,mark,2448,g,7.72,exit?-none-ecto,,0,CJGG
663,tree,mark,unk,unk,,tory female,,0,CJGG
663,tree,mark,unk,unk,,tory female,,0,CJGG
663,tree,mark,unk,unk,,tory female,,0,CJGG
663,tree,mark,unk,unk,,tory male,,0,CJGG
663,tree,mark,unk,unk,,tory male,,0,CJGG
663,tree,mark,unk,unk,,tory male,,0,CJGG
663,tree,mark,unk,unk,,tory male,,0,CJGG
663,tree,mark,unk,unk,,paraunk,,0,CJGG
661,tree,mark,2449,a,12.69,vlg larva,,0,CJGG
661,tree,mark,2449,b,13.23,hairy larva,,0,CJGG
661,tree,mark,2449,c,10.99,pupa,,0,CJGG
661,tree,mark,2450,a,9.12,pupa,,0,CJGG
661,tree,mark,2450,b,10.37,none none,,0,CJGG
661,tree,mark,2450,c,9.70,vlg larva,,0,CJGG
661,tree,mark,2450,d,10.64,none none,,0,CJGG
661,tree,mark,2450,e,12.47,pupa,,0,CJGG
661,tree,mark,2450,f,10.94,none none,,0,CJGG
661,tree,mark,2450,g,9.78,pupa,,0,CJGG
661,tree,mark,2450,h,10.37,vlg larva,,0,CJGG
661,tree,mark,2451,a,4.68,vlg larva,,0,CJGG
661,tree,mark,2451,b,6.00,vlg larva,,0,CJGG
661,tree,mark,2452,a,7.76,pupa,,0,CJGG
661,tree,mark,2453,a,6.98,ptoid partial,,0,CJGG
661,tree,mark,2453,b,8.06,ptoid partial,,0,CJGG
661,tree,mark,2454,a,7.00,vlg larva,,0,CJGG
661,tree,mark,2455,a,7.93,none none,,0,CJGG
661,tree,mark,2455,b,7.23,ptoid partial,,0,CJGG
663,tree,nomark,2456,a,12.87,pupa,,0,CJGG
663,tree,nomark,2456,b,12.18,pupa,,0,CJGG
663,tree,nomark,2457,a,7.87,none none,,0,CJGG
663,tree,nomark,2457,b,11.18,pupa,,0,CJGG
663,tree,nomark,2457,c,11.18,pupa,,0,CJGG
663,tree,nomark,2457,d,7.87,pupa,,0,CJGG
663,tree,nomark,2457,e,7.87,none none,,0,CJGG
663,tree,nomark,2458,a,11.63,pupa,,0,CJGG
663,tree,nomark,2458,b,9.96,pupa,,0,CJGG
663,tree,nomark,2459,a,11.50,pupa,,0,CJGG
663,tree,nomark,2460,a,NA,exit-none-ecto,no measurement taken,0,CJGG
663,tree,nomark,2461,a,1.71,Lost,no gall structure found,0,CJGG
663,tree,nomark,2462,a,6.59,exit-none-ecto,,0,CJGG
663,tree,nomark,2463,a,7.93,exit-none-ecto,,0,CJGG
663,tree,nomark,2463,b,7.56,exit-none-ecto,,0,CJGG
663,tree,nomark,2464,a,11.32,hairy larva,,0,CJGG
663,tree,nomark,2464,b,10.14,exit-none-ecto,,0,CJGG
663,tree,nomark,2464,c,7.39,exit-none-ecto,,0,CJGG
663,tree,nomark,2465,a,12.15,exit-none-ecto,,0,CJGG
663,tree,nomark,2465,b,10.41,exit-none-ecto,,0,CJGG
663,tree,nomark,2466,a,8.62,exit-none-ecto,,0,CJGG
663,tree,nomark,2466,b,8.20,exit-none-ecto,,0,CJGG
663,tree,nomark,unk,unk,,tory female,,0,CJGG
663,tree,nomark,unk,unk,,tory female,,0,CJGG
663,tree,nomark,unk,unk,,tory male,,0,CJGG
663,tree,nomark,unk,unk,,paraunk,,0,CJGG
663,tree,nomark,unk,unk,,paraunk,,0,CJGG
293,tree,nobag,2467,a,10.55,none none,,0,CJGG
293,tree,nobag,2467,b,12.75,vlg larva,,0,CJGG
293,tree,nobag,2467,c,13.61,pupa,,0,CJGG
293,tree,nobag,2467,d,13.61,pupa,,0,CJGG
293,tree,nobag,2467,e,12.71,vlg larva,,0,CJGG
293,tree,nobag,2467,e,12.71,platy,,0,CJGG
293,tree,nobag,2467,f,11.86,vlg larva,,0,CJGG
293,tree,nobag,2468,a,5.76,none none,,0,CJGG
293,tree,nobag,2469,a,9.34,ptoid partial,,0,CJGG
293,tree,nobag,2470,b,4.85,none none,,0,CJGG
293,tree,nobag,2471,a,5.73,platy,,0,CJGG
293,tree,nobag,2471,b,5.28,meso male,,0,CJGG
293,tree,nobag,2471,c,6.47,none none,,0,CJGG
293,tree,nobag,2471,d,6.57,ptoid partial,,0,CJGG
293,tree,nobag,2472,a,12.37,platy,,0,CJGG
293,tree,nobag,2473,a,9.35,platy,,0,CJGG
293,tree,nobag,2473,b,7.65,none none,,0,CJGG
293,tree,nobag,2473,c,10.72,platy,,0,CJGG
293,tree,nobag,2473,d,10.72,platy,,0,CJGG
293,tree,nobag,2473,e,10.21,platy,,0,CJGG
293,tree,nobag,2474,a,2.68,ptoid partial,,0,CJGG
293,tree,nobag,2474,b,9.52,platy,,0,CJGG
293,tree,nobag,2474,c,6.71,none none,,0,CJGG
293,tree,nobag,2475,a,10.85,pupa,,0,CJGG
293,tree,nobag,2475,b,10.58,vlg larva,,0,CJGG
293,tree,nobag,2476,a,11.99,platy,,0,CJGG
293,tree,nobag,2476,a,11.99,platy,,0,CJGG
293,tree,nobag,2476,b,10.82,none none,,0,CJGG
293,tree,nobag,2476,c,9.20,ptoid partial,,0,CJGG
293,tree,nobag,2477,a,8.51,ptoid partial,,0,CJGG
293,tree,nobag,2477,b,7.44,platy,,0,CJGG
293,tree,nobag,2478,a,6.38,platy,,0,CJGG
293,tree,nobag,2479,a,12.46,pupa,,0,CJGG
293,tree,nobag,2479,b,11.74,pupa,,0,CJGG
293,tree,nobag,2479,c,10.82,vlg larva,,0,CJGG
293,tree,nobag,2479,d,11.74,pupa,,0,CJGG
293,tree,nobag,2479,e,10.82,pupa,,0,CJGG
278,tree,bag,2480,a,7.88,pupa,,0,CJGG
278,tree,bag,2480,b,8.78,pupa,,0,CJGG
278,tree,bag,2481,a,6.21,pupa,,0,CJGG
278,tree,bag,2481,b,6.33,platy,,0,CJGG
278,tree,bag,2481,c,5.99,none none,,0,CJGG
278,tree,bag,2482,a,6.09,platy,,0,CJGG
278,tree,bag,2483,a,9.03,pupa,,0,CJGG
278,tree,bag,2483,b,9.19,pupa,,0,CJGG
278,tree,bag,2483,c,9.08,pupa,,0,CJGG
278,tree,bag,2483,d,8.67,pupa,,0,CJGG
278,tree,bag,2484,a,7.28,pupa,,0,CJGG
283,ground,bag,2485,a,6.67,none none,,0,CJGG
283,ground,bag,2485,b,9.07,platy,,0,CJGG
283,ground,bag,2485,c,9.11,pupa,,0,CJGG
283,ground,bag,2485,d,9.07,pupa,,0,CJGG
283,ground,bag,2485,e,9.11,pupa,,0,CJGG
283,ground,bag,2486,a,10.21,pupa,,0,CJGG
283,ground,bag,2486,b,10.34,pupa,,0,CJGG
283,ground,bag,2486,c,7.51,pupa,,0,CJGG
283,ground,bag,2486,d,10.34,pupa,,0,CJGG
283,ground,bag,2487,a,9.66,platy,,0,CJGG
283,ground,bag,2487,b,10.83,platy,,0,CJGG
283,ground,bag,2487,c,9.76,pupa,,0,CJGG
283,ground,bag,2487,d,5.74,platy,,0,CJGG
283,ground,bag,2487,e,7.79,platy,,0,CJGG
283,ground,bag,2487,f,6.96,pupa,,0,CJGG
283,ground,bag,2488,a,8.00,none none,,0,CJGG
283,ground,bag,2488,b,10.19,platy,,0,CJGG
283,ground,bag,2488,c,8.41,none none,,0,CJGG
283,ground,bag,2489,a,6.91,pupa,,0,CJGG
283,ground,bag,2489,b,9.28,pupa,,0,CJGG
283,ground,bag,2489,c,6.98,pupa,,0,CJGG
283,ground,bag,2490,a,6.34,none none,,0,CJGG
283,ground,bag,2490,b,6.34,pupa,,0,CJGG
283,ground,bag,2491,a,7.68,platy,,0,CJGG
283,ground,bag,2491,b,8.04,pupa,,0,CJGG
283,ground,bag,2491,c,9.98,none none,,0,CJGG
283,ground,bag,2491,d,9.28,platy,,0,CJGG
283,ground,bag,2491,e,8.14,platy,,0,CJGG
283,ground,bag,2491,f,6.80,platy,,0,CJGG
283,ground,bag,2491,g,8.14,platy,,0,CJGG
283,ground,bag,2492,a,10.40,pupa,,0,CJGG
283,ground,bag,2492,b,10.49,pupa,,0,CJGG
283,ground,bag,2492,c,11.60,pupa,,0,CJGG
283,ground,bag,2492,d,9.49,pupa,,0,CJGG
283,ground,bag,2492,e,10.40,pupa,,0,CJGG
283,ground,bag,2493,a,9.38,platy,,0,CJGG
283,ground,bag,2493,b,10.31,platy,,0,CJGG
283,ground,bag,2493,c,8.48,platy,,0,CJGG
283,ground,bag,2493,d,9.63,platy,,0,CJGG
283,ground,bag,2493,d,9.63,platy,,0,CJGG
283,ground,bag,2493,e,9.63,platy,,0,CJGG
283,ground,bag,2494,a,8.15,pupa,,0,CJGG
283,ground,bag,2494,b,8.48,pupa,,0,CJGG
283,ground,bag,2494,c,8.72,pupa,,0,CJGG
283,ground,bag,2494,d,9.34,pupa,,0,CJGG
283,ground,bag,2495,a,8.41,none none,,0,CJGG
283,ground,bag,2495,b,10.03,platy,,0,CJGG
283,ground,bag,2495,c,10.03,platy,,0,CJGG
283,ground,bag,unk,unk,,tory male,,0,CJGG
533,tree,nobag,2496,a,8.18,ptoid partial,,0,CJGG
533,tree,nobag,2496,b,7.70,none none,,0,CJGG
533,tree,nobag,2496,c,7.84,platy,,0,CJGG
533,tree,nobag,2497,a,8.61,none none,,0,CJGG
533,tree,nobag,2497,b,10.34,none none,,0,CJGG
533,tree,nobag,2497,c,9.23,ptoid partial,,0,CJGG
533,tree,nobag,2497,c,9.23,ptoid partial,,0,CJGG
533,tree,nobag,2498,a,14.00,hairy larva,,0,CJGG
533,tree,nobag,2498,b,13.79,pupa,,0,CJGG
533,tree,nobag,2498,c,12.64,vlg larva,,0,CJGG
533,tree,nobag,2498,d,14.00,pupa,,0,CJGG
533,tree,nobag,2499,a,7.79,vlg larva,,0,CJGG
533,tree,nobag,2499,b,5.44,vlg larva,,0,CJGG
533,tree,nobag,2499,c,7.24,none none,,0,CJGG
533,tree,nobag,2500,a,7.27,platy,,0,CJGG
533,tree,nobag,2500,b,8.18,vlg larva,,0,CJGG
533,tree,nobag,2501,a,8.12,vlg larva,,0,CJGG
533,tree,nobag,2501,b,8.47,orange skin,,0,CJGG
533,tree,nobag,2501,c,7.70,ptoid partial,,0,CJGG
533,tree,nobag,2502,a,9.84,vlg larva,,0,CJGG
533,tree,nobag,2503,a,10.33,vlg larva,,0,CJGG
533,tree,nobag,2503,b,9.18,none none,,0,CJGG
533,tree,nobag,2504,a,9.91,none none,,0,CJGG
533,tree,nobag,2505,a,9.91,ptoid partial,,0,CJGG
533,tree,nobag,2505,b,9.81,platy,,0,CJGG
533,tree,nobag,2505,c,11.35,platy,,0,CJGG
533,tree,nobag,2505,d,10.69,platy,,0,CJGG
533,tree,nobag,2505,e,10.56,hairy larva,,0,CJGG
533,tree,nobag,2505,f,7.62,platy,,0,CJGG
533,tree,nobag,2505,g,11.05,platy,,0,CJGG
533,tree,nobag,2505,h,12.43,pupa,,0,CJGG
533,tree,nobag,2506,a,4.53,platy,,0,CJGG
533,tree,nobag,2506,b,5.94,none none,,0,CJGG
490,ground,nomark,2507,a,2.42,none none,,0,CJGG
490,ground,nomark,2507,b,5.87,hairy larva,,0,CJGG
490,ground,nomark,2507,c,6.48,none none,,0,CJGG
490,ground,nomark,5065,a,8.25,none none,,0,CJGG
490,ground,nomark,5066,a,7.14,hairy larva,,0,CJGG
490,ground,nomark,5066,b,6.90,none none,,0,CJGG
490,ground,nomark,2508,a,8.09,ptoid partial,,0,CJGG
490,ground,nomark,2508,b,7.96,hairy larva,,0,CJGG
490,ground,nomark,2508,c,7.65,ptoid partial,,0,CJGG
490,ground,nomark,2509,a,8.42,ptoid partial,,0,CJGG
490,ground,nomark,2509,b,8.42,pupa,,0,CJGG
490,ground,nomark,2510,a,5.87,ptoid partial,,0,CJGG
490,ground,nomark,2510,b,5.80,none none,,0,CJGG
490,ground,nomark,2511,a,5.90,platy,,1,CJGG
490,ground,nomark,2511,b,5.79,none none,,1,CJGG
490,ground,nomark,2511,c,4.56,platy,,1,CJGG
490,ground,nomark,2512,a,7.12,ptoid partial,,0,CJGG
490,ground,nomark,2512,b,7.47,pupa,,0,CJGG
490,ground,nomark,2512,c,7.74,hairy larva,,0,CJGG
490,ground,nomark,2512,d,7.11,pupa,,0,CJGG
490,ground,nomark,2512,e,6.11,platy,,0,CJGG
490,ground,nomark,2513,a,7.32,ptoid partial,,1,CJGG
490,ground,nomark,2513,b,7.33,ptoid partial,,1,CJGG
490,ground,nomark,2513,c,6.16,platy,,1,CJGG
490,ground,nomark,2514,a,8.36,brown mush,,0,CJGG
490,ground,nomark,2514,b,10.34,Lost,,0,CJGG
490,ground,nomark,2515,a,7.62,none none,,0,CJGG
180,tree,nobag,2516,a,9.85,vlg larva,,0,CJGG
180,tree,nobag,2516,b,9.93,platy,,0,CJGG
180,tree,nobag,2517,a,5.15,none none,,0,CJGG
180,tree,nobag,2518,a,9.51,vlg larva,,0,CJGG
180,tree,nobag,2519,a,10.14,pupa,,0,CJGG
180,tree,nobag,2519,b,10.85,platy,,0,CJGG
180,tree,nobag,2519,c,10.03,pupa,,0,CJGG
180,tree,nobag,2520,a,3.86,vlg larva,,0,CJGG
180,tree,nobag,2520,b,6.84,none none,,0,CJGG
180,tree,nobag,2520,c,7.81,hairy larva,,0,CJGG
180,tree,nobag,2520,d,8.59,none none,,0,CJGG
180,tree,nobag,2520,e,8.71,none none,,0,CJGG
180,tree,nobag,2520,f,8.53,hairy larva,,0,CJGG
180,tree,nobag,2520,g,7.98,none none,,0,CJGG
180,tree,nobag,2521,a,8.88,hairy larva,,0,CJGG
180,tree,nobag,2522,a,8.10,platy,,0,CJGG
180,tree,nobag,2522,b,8.10,platy,,0,CJGG
180,tree,nobag,2523,a,7.12,none none,,0,CJGG
180,tree,nobag,2523,b,8.16,hairy larva,,0,CJGG
180,tree,nobag,2524,a,9.52,pupa,,0,CJGG
180,tree,nobag,2524,b,8.96,hairy larva,,0,CJGG
180,tree,nobag,2525,a,9.80,pupa,,0,CJGG
180,tree,nobag,2526,a,5.69,ptoid partial,,0,CJGG
263,ground,nomark,2527,a,10.68,pupa,On 2528 found black pupal casing with remains of insect inside (collected 263 2527_30F).,0,CJGG
263,ground,nomark,2528,a,NA,exit?-none-ecto,damaged unable to measure,1,CJGG
263,ground,nomark,2528,b,NA,exit?-none-ecto,damaged unable to measure,1,CJGG
263,ground,nomark,2528,c,NA,none none,damaged unable to measure,1,CJGG
263,ground,nomark,2528,d,NA,exit?-none-ecto,damaged unable to measure,1,CJGG
263,ground,nomark,2528,e,NA,pupa,damaged unable to measure,1,CJGG
263,ground,nomark,2528,f,NA,pupa,damaged unable to measure,1,CJGG
263,ground,nomark,2529,a,4.25,exit-none-ecto,damaged unable to measure,1,CJGG
263,ground,nomark,2529,b,NA,none none,damaged unable to measure,1,CJGG
263,ground,nomark,2529,c,NA,none none,damaged unable to measure,1,CJGG
263,ground,nomark,2529,d,NA,none none,damaged unable to measure,1,CJGG
263,ground,nomark,2530,a,NA,none none,damaged unable to measure,1,CJGG
263,ground,nomark,2530,b,NA,none none,damaged unable to measure,1,CJGG
263,ground,nomark,unk,unk,,eulo female,,1,CJGG
263,ground,nomark,unk,unk,,Nonvlg-eury? Us,"Likely associated with nonvlg insect found on galls. Collected 263 2527_30 C,D,E",1,CJGG
263,ground,nomark,unk,unk,,Nonvlg-eury? Us,"Likely associated with nonvlg insect found on galls. Collected 263 2527_30 C,D,E",1,CJGG
263,ground,nomark,unk,unk,,Nonvlg-eury? Us,"Likely associated with nonvlg insect found on galls. Collected 263 2527_30 C,D,E",1,CJGG
263,ground,nomark,unk,unk,,Nonvlg-ichnuemonid us,Likely associated with nonvlg insect found on galls. Collected 263 2527_30 A,1,CJGG
6,tree,nobag,2531,a,8.49,none none,,0,CJGG
6,tree,nobag,2531,b,10.15,none none,,0,CJGG
6,tree,nobag,2532,a,11.61,pupa,,0,CJGG
6,tree,nobag,2533,a,9.11,none none,,0,CJGG
6,tree,nobag,2533,b,8.64,meso male,,0,CJGG
6,tree,nobag,2534,a,10.66,vlg larva,,0,CJGG
6,tree,nobag,2535,a,8.57,none none,,0,CJGG
6,tree,nobag,2535,b,10.67,vlg larva,,0,CJGG
6,tree,nobag,2535,c,11.89,platy,,0,CJGG
6,tree,nobag,2535,d,11.29,platy,,0,CJGG
6,tree,nobag,2535,e,12.48,platy,,0,CJGG
6,tree,nobag,2535,f,11.44,platy,,0,CJGG
6,tree,nobag,2535,g,8.14,platy,,0,CJGG
6,tree,nobag,2536,a,13.86,pupa,,0,CJGG
6,tree,nobag,2536,b,14.34,brown mush,,0,CJGG
6,tree,nobag,2536,c,13.08,pupa,,0,CJGG
6,tree,nobag,2536,d,13.86,pupa,,0,CJGG
113,ground,nomark,2537,a,9.27,ptoid partial,,0,CJGG
113,ground,nomark,2537,b,9.02,platy,,0,CJGG
113,ground,nomark,2538,a,8.99,ptoid partial,,0,CJGG
113,ground,nomark,2538,b,9.30,ptoid partial,,0,CJGG
113,ground,nomark,2538,c,8.99,ptoid partial,,0,CJGG
113,ground,nomark,2539,a,9.98,platy,,0,CJGG
113,ground,nomark,2539,b,12.86,pupa,,0,CJGG
113,ground,nomark,2539,b,12.86,pupa,,0,CJGG
113,ground,nomark,2539,b,12.86,pupa,,0,CJGG
113,ground,nomark,2539,c,13.15,hairy larva,,0,CJGG
113,ground,nomark,2540,a,12.26,pupa,,0,CJGG
113,ground,nomark,2540,a,12.26,pupa,,0,CJGG
113,ground,nomark,2541,a,9.00,platy,,0,CJGG
113,ground,nomark,2541,b,9.49,platy,,0,CJGG
113,ground,nomark,2542,a,12.03,vlg larva,,0,CJGG
113,ground,nomark,2542,a,12.03,pupa,,0,CJGG
113,ground,nomark,2542,b,8.64,pupa,,0,CJGG
113,ground,nomark,2543,a,5.96,pupa,,0,CJGG
113,ground,nomark,2543,b,5.77,vlg larva,,0,CJGG
113,ground,nomark,2544,a,8.83,ptoid partial,,0,CJGG
113,ground,nomark,2544,b,10.39,pupa,,0,CJGG
113,ground,nomark,2544,c,10.62,pupa,,0,CJGG
113,ground,nomark,2544,d,9.85,hairy larva,,0,CJGG
113,ground,nomark,2544,e,10.62,pupa,,0,CJGG
113,ground,nomark,2545,a,8.05,pupa,,0,CJGG
113,ground,nomark,2546,a,4.28,none none,,0,CJGG
390,ground,nomark,2547,a,5.49,exit?-none-ecto,,0,CJGG
