Treatment,Genotype,Plant_Position,Gall_Number,Gall_Letter,chamber.diameter_mm,oviposition.preference_individuals.per.100.shoots,clutch.size_individuals,pupa,egg.ptoid,larval.ptoid,early.larval.death
Ectoparasitoid exclusion,Z,308,2911,a,9.33,18.88888888888889,1,1,0,0,0
Control,Z,433,613,a,9.55,5,2,1,0,0,0
Control,Z,433,613,b,9.55,5,2,1,0,0,0
Control,Z,433,614,a,8.8,5,2,0,1,0,0
Control,Z,433,614,b,8.8,5,2,0,1,0,0
Control,Z,433,615,a,6.2,5,2,0,0,1,0
Control,Z,433,615,b,7.05,5,2,0,0,1,0
Ectoparasitoid exclusion,Z,464,2892,a,7.1,0,3,1,0,0,0
Ectoparasitoid exclusion,Z,464,2892,b,7.62,0,3,1,0,0,0
Ectoparasitoid exclusion,Z,464,2892,c,7.14,0,3,1,0,0,0
Ectoparasitoid exclusion,Z,464,2893,a,7.1,0,3,1,0,0,0
Ectoparasitoid exclusion,Z,464,2893,b,7.6,0,3,0,1,0,0
Ectoparasitoid exclusion,Z,464,2893,c,7.1,0,3,0,1,0,0
Ectoparasitoid exclusion,Z,464,2894,a,7.05,0,4,1,0,0,0
Ectoparasitoid exclusion,Z,464,2894,b,7.62,0,4,1,0,0,0
Ectoparasitoid exclusion,Z,464,2894,c,8.39,0,4,1,0,0,0
Ectoparasitoid exclusion,Z,464,2894,d,8.98,0,4,1,0,0,0
Ectoparasitoid exclusion,Z,464,2895,a,7.69,0,1,1,0,0,0
Ectoparasitoid exclusion,Z,464,2896,a,6.34,0,3,1,0,0,0
Ectoparasitoid exclusion,Z,464,2896,b,6.42,0,3,1,0,0,0
Ectoparasitoid exclusion,Z,464,2896,c,6.34,0,3,1,0,0,0
Ectoparasitoid exclusion,Z,464,2897,a,8.38,0,4,1,0,0,0
Ectoparasitoid exclusion,Z,464,2897,b,9.92,0,4,1,0,0,0
Ectoparasitoid exclusion,Z,464,2897,c,10.02,0,4,1,0,0,0
Ectoparasitoid exclusion,Z,464,2897,d,10.02,0,4,1,0,0,0
